name,shipping,status,price,free_returns,items_sold
SCI FI CLASSICS: SPACE  ( 2 BLU RAY DVD SET of 50's & 60's Space Movies ),0,New (Other) · Blu-ray,1995,False,58
FaceOff - VERY GOOD,0,Pre-Owned,359,True,
"Thor: Love and Thunder (Blu-Ray/Digital, 2022) Marvel w/ Slipcover NEW SEE PICS!",0,Brand New · Blu-ray · Thor: Love and Thunder,1584,False,
The Twilight Saga Complete Series 5-Movie Collection ~ BRAND NEW DVD SET,0,Brand New · DVD,1675,False,586
The Richard Pryor 4-Movie Collection DVD Antonio Fargas NEW,0,Brand New · DVD · The Richard Pryor 4-Movie Collection,599,False,446
Lot 100 ASST DVD Movies  previously viewed NO CASES NO ARTWORK 1-4 of each title,365,Pre-Owned · DVD,2299,False,35
"Barbarian (2022), NEW, Sealed DVD, REGION FREE, Presale",349,Brand New · DVD,2499,True,
"Monster High: The Movie (2022), NEW, Sealed DVD, REGION FREE, Presale",349,Brand New · DVD · Monster High,2199,True,
"Prey 2022 Blu-ray (DVD, Movie)",0,New (Other) · Blu-ray,1299,False,
"DVD,MOVIE. ""NINA HARTLEY TRILOGY""",399,Brand New · DVD,999,False,
Toy Story 1-4 Box Set DVD 4-Movie Collection Brand New Sealed ,0,Brand New · DVD · Toy Story,1199,False,189
Blue Collar Comedy Tour - The Movie - DVD - VERY GOOD,0,Pre-Owned · DVD · Blue Collar Comedy Tour: The Movie,359,True,
The Green Mile (4K Ultra HD + Blu-ray + Digital) 4K UHD Blu-ray  NEW,0,Brand New · 4K UHD Blu-ray · The Green Mile,2495,False,
Spartacus: The Complete Collection [New DVD] Boxed Set,0,Brand New · DVD,1899,True,
" Shang-Chi and the Legend of the Ten Rings (Blu-Ray + Digital, 2021) Simu Liu , ",0,Brand New · Blu-ray,1299,True,
The Bear - DVD By Tcheky Karyo - VERY GOOD,0,Pre-Owned,359,True,
"The Night The Lights Went Out In Georgia, 1981, Original Movie, DVD Video",0,Brand New · DVD,1329,False,
🔥Horror/Thriller/Sci Fi Movies Pick Your DVD Bundle🔥$1 Each Buy More Save More,349,Pre-Owned,100,True,
New SteelBook Superbad (Blu-ray),0,Brand New · Blu-ray · Superbad,1300,True,
"Jackass 7 Movie Collection [New DVD] Boxed Set, Widescreen",0,Brand New · DVD · Jackass 7 Movie Collection,1082,True,
New ListingDelta Force 2 - DVD,349,Pre-Owned · DVD,199,True,
NEW - Turning Red (Blu-Ray + Dvd + Digital 2022) Disney / Pixar - New Sealed,0,Brand New · Blu-ray · Turning Red,1150,False,
"New ListingGreyhound (2020) Blu-ray (DVD, Movie)",0,New (Other) · Blu-ray,1345,False,
RUN HIDE FIGHT (2020) Blu-Ray BRAND NEW (USA Compatible),0,Brand New · Blu-ray,2899,True,138
Build Your Dvd Collection U PICK $.99 DVD MOVIE cheap,99,Pre-Owned,99,False,
Satans Little Helper Synapse Films (Blu Ray2004) 2022 release Slip Cover Sealed,0,Brand New · Blu-ray · Satan's Little Helper,2897,True,57
Blu-Ray Movies Pick & Choose - Huge Lot of Movies starting at $2.99!,349,New (Other),299,False,
"Breakdown (Paramount Presents) [New Blu-ray] Ltd Ed, Rmst, Subtitled, Widescre",0,Brand New · Blu-ray,2147,True,
"DVD Sale, Pick Choose Your Movies, Combined Ship Huge Used Lot A+ Movie Titles B",349,Pre-Owned,169,False,
DVD and Blu-Ray Movies Sale Pick and Choose - $1.99 to $2.99 Each,400,Pre-Owned,199,False,
Indiana Jones - The Complete Adventure Collection (5-Disc DVD Set) - Brand New,0,Brand New · DVD · Indiana Jones,1548,False,
Ice Age Collection (5 Movies) [New Blu-ray] Boxed Set,0,Brand New · Blu-ray · Ice Age Collection (5 Movies),2495,True,
Clint Eastwood The Universal Pictures 7-movie Collection DVD Tisha Sterling NEW,0,Brand New · DVD,1399,False,590
Laura / Premiers Désirs (David Hamilton: 2-Movie Collection) [New DVD] Austral,0,Brand New,1476,True,
New The Quick And The Dead (1995) (4K / Blu-ray + Digital),0,Brand New · Ultra HD · The Quick and the Dead,1550,True,
Pooh's Heffalump Movie - DVD - VERY GOOD,0,Pre-Owned · DVD · Pooh's Heffalump Movie,359,True,
"Ultraman Cosmos The Complete Series + 3 Movies Specials [New DVD] Boxed Set, S",0,Brand New · DVD,2566,True,
New Searching (2018) (Blu-ray + Digital),0,Brand New · Blu-ray · Searching,749,True,
Backdraft 2-Movie Collection DVD Jessamine-Bliss Bell NEW,0,Brand New · DVD · Backdraft: 2-Movie Collection,599,False,460
"Murder, She Baked: Complete Movie Collection [New DVD]",0,Brand New · DVD,1372,True,
Mary Higgins Clark 14-Movie Collection DVD  NEW,0,Brand New · DVD · Mary Higgins Clark 14 Film Collection,799,False,
"The Beatles: Get Back (DVD, 2021) New & Sealed FREE Shipping",0,Brand New · DVD · The Beatles: Get Back,1399,True,
New The Fifth Element (4K / Blu-ray + Digital),0,Brand New · Ultra HD · The Fifth Element,1550,True,
All of My Heart (Hallmark Channel 3-Movie Collection) [New DVD],0,Brand New · DVD,889,True,
Futurama Volume 1-8 + 4 Full Length Movies New 27-DISC New Complete Series DVD**,0,Brand New · DVD · Futurama,5445,False,
"Perry Mason: The Complete Movie Collection [New DVD] Boxed Set, Full Frame, Mo",0,Brand New · DVD,2448,True,
New Steelbook Men In Black Trilogy 20th Anniversary Edition (4K / Blu-ray),0,Brand New · DVD,2049,True,
"Toy Story 4-Movie Collection DVD (Brand New, & Free Shipping)",0,Brand New · DVD · Toy Story,1329,False,56
The Party - DVD - GOOD,0,Pre-Owned · DVD · Party,547,True,
Zack Snyder's Cut: 2021 Justice League DVD - Brand New - Gal Gadot - Free Ship,0,Brand New · DVD · Justice League,1000,False,314
"LOU (2022), NEW, Sealed DVD, PRESALE",0,Brand New · DVD,1500,False,
New The Dark Crystal (4K / Blu-ray / Digital),0,Brand New · Ultra HD · The Dark Crystal,1550,True,
4K UHD Movies - Current Titles - Choose w/ or w/o Case (4K) NEW & FAST SHIPPING,99,Pre-Owned,449,False,
Futurama Complete Series DVD Box Set Season 1-8 +4 Movies Region 1 ~ BRAND NEW,0,Brand New · DVD · Futurama: the Complete Series,5400,False,33
"SCREAM (DVD, 2022) Melissa Barrera , Jenna Ortega and Jack Quaid",0,Brand New · DVD · Scream,1010,True,
New Resident Evil: Damnation / Degeneration / Vendetta Set (Blu-ray),0,Brand New,1350,True,
The Mist Custom Slipcover (No Movie),400,New (Other) · Blu-ray,1099,False,
SHREK (TWO-DISC SPECIAL EDITION) MOVIE - DVD - VERY GOOD,0,Pre-Owned · DVD · Shrek,405,True,
"Christmas DVD Lot 6x Holiday Movies Polar Express, Elf, Grinch, Charlie Brown +",0,Brand New · DVD · A Charlie Brown Christmas,1699,False,
"Mark of the Vampire (1935) Horror, Mystery Movie DVD",0,Brand New · DVD,879,False,
The Usual Suspects - DVD - GOOD,0,Pre-Owned · DVD · The Usual Suspects,376,True,
