name,shipping,status,price,free_returns,items_sold
Herman Miller Aeron Chair Back Size B,2580,Pre-Owned,2500,False,
Big and Tall 500lbs Wide Seat Ergonomic Massage Chair Office Computer Desk Chair,0,Brand New,19774,False,
Office Chair Height Adjustable Arm Replacement Armrest With Pad Top Cap 1 Pair,0,Brand New,2995,False,
2/4PCS  Modern Square PU Leather Adjustable Bar Stools with Back Swivel Stool ,0,Brand New,8758,True,
Lumbar Back Support Pad Size B Black For Herman Miller Aeron Chair,0,Brand New,1700,True,
Leather Office Chair Vintage Computer Chair Brown Executive Chair Capacity 400lb,0,Brand New,10997,False,
"New ListingOffice Chair, Ergonomic Office Chair Lumbar Support Home Office Desk Chair Com..",0,Brand New,9920,False,
Ergonomic Leather Office Chair Removable Armrest Computer Chair Capacity 400lb,0,Brand New,12999,False,
Home Office Chair Mid Back Mesh Desk Chair Armless Computer Rolling Swivel Chair,0,Brand New,5235,False,
Ergonomic Reclining Massage Office Computer Chair Gaming Chair with Footrest USA,0,Brand New,6995,False,
Mind Reader Ergonomic Rolling Office Chair Silver,0,Brand New,5000,False,
Rolling Executive  Leather Office Desk Chair High Back Swivel Conference Chair,0,Brand New,11299,False,
Zody Office Chair by Haworth - Highly Adjustable - Made in USA ,0,Refurbished,29999,False,52
New Knoll Life Chair Back grey frame and mesh,1820,Brand New,7999,False,
New Seat Replacement For Herman Miller Classic Aeron Size B MEDIUM 3D01 BLACK ,0,Brand New,13900,True,889
H3 ENjoy Original Herman Miller Aeron Chair Headrest (Open Box),0,Open Box,10557,False,
Office Chair Faux Leather Adjustable High Back Swivel Gaming Chair Upholstered,0,Brand New,6799,False,
"Task Chair with Swivel & Adjustable Height, 225 lb. Capacity, Green",0,Brand New,3892,False,
"Herman Miller 2.5"" Aeron  Chair Replacement Caster Set of 5 for Hard Floor NEW ",0,Brand New,1911,True,283
Leather Mid-Back Executive Brown Office Desk Chair with Lumbar Support,0,Brand New,9359,False,
Recliner Protector with Pockets Recliner Covers with Pockets Fleece Chair Covers,0,Brand New,2999,True,
Ergonomic Desk Mesh Computer Gaming Mesh Chair High Back Swivel Home Office US,0,Brand New,6295,False,
